     0.00000000	     0.01314851	     0.01314851	     0.00000000	     0.00000000	     0.00000000 %
     0.07000000	     0.01314837	     0.01314839	     0.00280015	     0.00280012	     0.00111073 %
     0.14000000	     0.01314798	     0.01314802	     0.00560029	     0.00560023	     0.00104273 %
     0.21000000	     0.01314734	     0.01314742	     0.00840043	     0.00840035	     0.00092940 %
     0.28000000	     0.01314645	     0.01314657	     0.01120055	     0.01120047	     0.00077073 %
     0.35000000	     0.01314531	     0.01314548	     0.01400066	     0.01400058	     0.00056673 %
     0.42000000	     0.01314393	     0.01314414	     0.01680075	     0.01680070	     0.00031740 %
     0.49000000	     0.01314229	     0.01314257	     0.01960082	     0.01960082	     0.00002273 %
     0.56000000	     0.01314040	     0.01314075	     0.02240086	     0.02240093	    -0.00031727 %
     0.63000000	     0.01313826	     0.01313869	     0.02520087	     0.02520105	    -0.00070261 %
     0.70000000	     0.01313587	     0.01313638	     0.02800085	     0.02800117	    -0.00113328 %
     0.77000000	     0.01313323	     0.01313384	     0.03080079	     0.03080129	    -0.00160928 %
     0.84000000	     0.01313034	     0.01313105	     0.03360069	     0.03360140	    -0.00213062 %
     0.91000000	     0.01312720	     0.01312802	     0.03640054	     0.03640152	    -0.00269730 %
     0.98000000	     0.01312381	     0.01312475	     0.03920034	     0.03920164	    -0.00330932 %
     1.05000000	     0.01312017	     0.01312123	     0.04200009	     0.04200175	    -0.00396667 %
     1.12000000	     0.01311628	     0.01311747	     0.04479978	     0.04480187	    -0.00466936 %
     1.19000000	     0.01311213	     0.01311347	     0.04759941	     0.04760199	    -0.00541738 %
     1.26000000	     0.01310773	     0.01310923	     0.05039897	     0.05040210	    -0.00621075 %
     1.33000000	     0.01310309	     0.01310474	     0.05319847	     0.05320222	    -0.00704946 %
     1.40000000	     0.01309819	     0.01310001	     0.05599789	     0.05600234	    -0.00793350 %
     1.47000000	     0.01309303	     0.01309504	     0.05879724	     0.05880245	    -0.00886289 %
     1.54000000	     0.01308763	     0.01308983	     0.06159651	     0.06160257	    -0.00983762 %
     1.61000000	     0.01308197	     0.01308437	     0.06439569	     0.06440269	    -0.01085769 %
     1.68000000	     0.01307606	     0.01307868	     0.06719479	     0.06720280	    -0.01192311 %
     1.75000000	     0.01306990	     0.01307274	     0.06999380	     0.07000292	    -0.01303387 %
     1.82000000	     0.01306348	     0.01306655	     0.07279271	     0.07280304	    -0.01418998 %
     1.89000000	     0.01305681	     0.01306013	     0.07559152	     0.07560315	    -0.01539144 %
     1.96000000	     0.01304988	     0.01305346	     0.07839023	     0.07840327	    -0.01663824 %
     2.03000000	     0.01304270	     0.01304655	     0.08118883	     0.08120339	    -0.01793039 %
     2.10000000	     0.01303526	     0.01303940	     0.08398732	     0.08400351	    -0.01926789 %
     2.17000000	     0.01302757	     0.01303200	     0.08678570	     0.08680362	    -0.02065074 %
     2.24000000	     0.01301962	     0.01302437	     0.08958396	     0.08960374	    -0.02207895 %
     2.31000000	     0.01301142	     0.01301649	     0.09238209	     0.09240386	    -0.02355251 %
     2.38000000	     0.01300296	     0.01300837	     0.09518010	     0.09520397	    -0.02507143 %
     2.45000000	     0.01299424	     0.01300000	     0.09797799	     0.09800409	    -0.02663570 %
     2.52000000	     0.01298527	     0.01299140	     0.10077573	     0.10080421	    -0.02824533 %
     2.59000000	     0.01297604	     0.01298255	     0.10357335	     0.10360432	    -0.02990032 %
     2.66000000	     0.01296655	     0.01297345	     0.10637082	     0.10640444	    -0.03160067 %
     2.73000000	     0.01295680	     0.01296412	     0.10916814	     0.10920456	    -0.03334638 %
     2.80000000	     0.01294679	     0.01295455	     0.11196532	     0.11200467	    -0.03513746 %
     2.87000000	     0.01293652	     0.01294473	     0.11476234	     0.11480479	    -0.03697390 %
     2.94000000	     0.01292599	     0.01293467	     0.11755921	     0.11760491	    -0.03885571 %
     3.01000000	     0.01291520	     0.01292436	     0.12035592	     0.12040502	    -0.04078289 %
     3.08000000	     0.01290415	     0.01291382	     0.12315246	     0.12320514	    -0.04275544 %
     3.15000000	     0.01289283	     0.01290303	     0.12594884	     0.12600526	    -0.04477331 %
     3.22000000	     0.01288126	     0.01289200	     0.12874505	     0.12880537	    -0.04683661 %
     3.29000000	     0.01286942	     0.01288073	     0.13154108	     0.13160549	    -0.04894528 %
     3.36000000	     0.01285731	     0.01286922	     0.13433693	     0.13440561	    -0.05109933 %
     3.43000000	     0.01284494	     0.01285746	     0.13713260	     0.13720573	    -0.05329877 %
     3.50000000	     0.01283231	     0.01284546	     0.13992808	     0.14000584	    -0.05554358 %
     3.57000000	     0.01281941	     0.01283322	     0.14272337	     0.14280596	    -0.05783378 %
     3.64000000	     0.01280625	     0.01282074	     0.14551847	     0.14560608	    -0.06016936 %
     3.71000000	     0.01279282	     0.01280801	     0.14831336	     0.14840619	    -0.06255033 %
     3.78000000	     0.01277912	     0.01279505	     0.15110806	     0.15120631	    -0.06497670 %
     3.85000000	     0.01276515	     0.01278184	     0.15390255	     0.15400643	    -0.06744845 %
     3.92000000	     0.01275092	     0.01276838	     0.15669683	     0.15680654	    -0.06996560 %
