     0.00000000	     0.00699487	     0.00699487	     0.00000000	     0.00000000	     0.00000000 %
     0.07000000	     0.00699472	     0.00699475	     0.00279994	     0.00279994	    -0.00002282 %
     0.14000000	     0.00699431	     0.00699439	     0.00559988	     0.00559989	    -0.00009130 %
     0.21000000	     0.00699363	     0.00699378	     0.00839982	     0.00839983	    -0.00020542 %
     0.28000000	     0.00699269	     0.00699292	     0.01119974	     0.01119978	    -0.00036538 %
     0.35000000	     0.00699149	     0.00699182	     0.01399964	     0.01399972	    -0.00057106 %
     0.42000000	     0.00699003	     0.00699048	     0.01679953	     0.01679966	    -0.00082244 %
     0.49000000	     0.00698830	     0.00698889	     0.01959939	     0.01959961	    -0.00111944 %
     0.56000000	     0.00698630	     0.00698706	     0.02239923	     0.02239955	    -0.00146223 %
     0.63000000	     0.00698405	     0.00698498	     0.02519903	     0.02519950	    -0.00185063 %
     0.70000000	     0.00698153	     0.00698266	     0.02799880	     0.02799944	    -0.00228481 %
     0.77000000	     0.00697875	     0.00698010	     0.03079853	     0.03079939	    -0.00276472 %
     0.84000000	     0.00697570	     0.00697729	     0.03359822	     0.03359933	    -0.00329025 %
     0.91000000	     0.00697239	     0.00697423	     0.03639787	     0.03639927	    -0.00386148 %
     0.98000000	     0.00696882	     0.00697093	     0.03919746	     0.03919922	    -0.00447842 %
     1.05000000	     0.00696498	     0.00696739	     0.04199700	     0.04199916	    -0.00514105 %
     1.12000000	     0.00696088	     0.00696361	     0.04479649	     0.04479911	    -0.00584939 %
     1.19000000	     0.00695652	     0.00695958	     0.04759591	     0.04759905	    -0.00660343 %
     1.26000000	     0.00695188	     0.00695530	     0.05039526	     0.05039899	    -0.00740317 %
     1.33000000	     0.00694699	     0.00695078	     0.05319455	     0.05319894	    -0.00824862 %
     1.40000000	     0.00694183	     0.00694602	     0.05599376	     0.05599888	    -0.00913977 %
     1.47000000	     0.00693640	     0.00694101	     0.05879290	     0.05879883	    -0.01007663 %
     1.54000000	     0.00693071	     0.00693576	     0.06159196	     0.06159877	    -0.01105919 %
     1.61000000	     0.00692475	     0.00693026	     0.06439093	     0.06439871	    -0.01208746 %
     1.68000000	     0.00691853	     0.00692452	     0.06718981	     0.06719866	    -0.01316144 %
     1.75000000	     0.00691204	     0.00691854	     0.06998861	     0.06999860	    -0.01428113 %
     1.82000000	     0.00690528	     0.00691231	     0.07278730	     0.07279855	    -0.01544654 %
     1.89000000	     0.00689826	     0.00690584	     0.07558590	     0.07559849	    -0.01665765 %
     1.96000000	     0.00689096	     0.00689912	     0.07838439	     0.07839843	    -0.01791447 %
     2.03000000	     0.00688340	     0.00689216	     0.08118277	     0.08119838	    -0.01921701 %
     2.10000000	     0.00687558	     0.00688495	     0.08398105	     0.08399832	    -0.02056527 %
     2.17000000	     0.00686748	     0.00687750	     0.08677921	     0.08679827	    -0.02195924 %
     2.24000000	     0.00685911	     0.00686981	     0.08957725	     0.08959821	    -0.02339893 %
     2.31000000	     0.00685048	     0.00686187	     0.09237516	     0.09239816	    -0.02488433 %
     2.38000000	     0.00684157	     0.00685369	     0.09517295	     0.09519810	    -0.02641546 %
     2.45000000	     0.00683240	     0.00684526	     0.09797061	     0.09799804	    -0.02799231 %
     2.52000000	     0.00682295	     0.00683659	     0.10076814	     0.10079799	    -0.02961488 %
     2.59000000	     0.00681324	     0.00682768	     0.10356552	     0.10359793	    -0.03128318 %
     2.66000000	     0.00680325	     0.00681852	     0.10636277	     0.10639788	    -0.03299721 %
     2.73000000	     0.00679299	     0.00680911	     0.10915987	     0.10919782	    -0.03475696 %
     2.80000000	     0.00678245	     0.00679947	     0.11195681	     0.11199776	    -0.03656244 %
     2.87000000	     0.00677165	     0.00678957	     0.11475361	     0.11479771	    -0.03841365 %
     2.94000000	     0.00676057	     0.00677944	     0.11755025	     0.11759765	    -0.04031060 %
     3.01000000	     0.00674921	     0.00676906	     0.12034672	     0.12039760	    -0.04225328 %
     3.08000000	     0.00673759	     0.00675843	     0.12314304	     0.12319754	    -0.04424169 %
     3.15000000	     0.00672568	     0.00674757	     0.12593918	     0.12599748	    -0.04627585 %
